name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"22911, Charlottesville, VA, United States",2024-05-10,69.7,55.7,62.3,69.7,55.7,62.3,54.1,75.4,0.062,100,16.67,rain,0,0,45,5.7,12,1004.1,65,8.2,232.9,20.1,10,10,2024-05-10T06:07:25,2024-05-10T20:13:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-11,66.5,50.9,57.5,66.5,50.9,57.5,48.4,73.5,0.116,100,12.5,rain,0,0,23.5,4.6,85.9,1009.8,73.3,9.3,174.9,15.3,8,10,2024-05-11T06:06:28,2024-05-11T20:14:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-12,71.6,48.1,60.3,71.6,47.2,60.2,44.3,60.7,0,0,0,,0,0,25.3,4.6,328.9,1011.4,50.3,7,326,28.3,10,10,2024-05-12T06:05:33,2024-05-12T20:15:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-13,78,47.4,63.4,78,47.4,63.4,47.4,59.5,0,0,0,,0,0,20.2,10.9,205.5,1016.9,0,9.9,303.5,26.1,9,10,2024-05-13T06:04:39,2024-05-13T20:16:15,0.18,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-14,66,60.8,63.3,66,60.8,63.3,57.6,82.2,0.726,100,70.83,rain,0,0,23,5.4,182.7,1013.4,88.1,6.4,31,2.9,1,10,2024-05-14T06:03:46,2024-05-14T20:17:07,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-15,69.4,60.8,64,69.4,60.8,64,58.4,82.7,0.204,100,37.5,rain,0,0,18.8,4.8,27.2,1006.9,100,7.5,92.8,8,4,10,2024-05-15T06:02:56,2024-05-15T20:18:00,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-16,82.7,58.5,70.3,82.3,58.5,70.3,57.9,67.7,0,0,0,rain,0,0,18.3,4.9,2,1008,48,8.7,307.5,26.5,10,10,2024-05-16T06:02:06,2024-05-16T20:18:51,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-17,70.9,59.5,66.3,70.9,59.5,66.3,59.1,78,0.014,100,4.17,rain,0,0,14.8,3.2,41.7,1013.1,65.5,9.9,121.5,10.5,5,10,2024-05-17T06:01:18,2024-05-17T20:19:43,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-18,66.6,60.9,63.7,66.6,60.9,63.7,59.1,85.2,1.827,100,70.83,rain,0,0,22.1,4.4,58.5,1013.5,100,7.2,83.9,7.2,4,10,2024-05-18T06:00:32,2024-05-18T20:20:34,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-19,73.5,60.7,66.3,73.5,60.7,66.3,59,78.1,0.009,100,4.17,rain,0,0,13.9,3.5,14,1015.4,94.5,8.5,142.2,12.1,7,10,2024-05-19T05:59:48,2024-05-19T20:21:24,0.37,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-20,81.8,56.5,69.6,81.8,56.5,69.6,58,69.4,0,0,0,rain,0,0,13.6,3.3,41.4,1016.2,40.9,7.3,282.6,24.3,10,10,2024-05-20T05:59:05,2024-05-20T20:22:14,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-21,84.6,60.4,73,84.9,60.4,73.1,59.8,65.9,0,0,0,rain,0,0,17.2,4.3,168.1,1015.3,20.4,9.7,319.8,27.6,10,10,2024-05-21T05:58:23,2024-05-21T20:23:03,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-22,90.8,64.4,77.6,93,64.4,78.6,63.3,63.5,0,0,0,,0,0,19.7,6.6,202.1,1013.6,17.3,9.9,297.7,25.8,9,60,2024-05-22T05:57:44,2024-05-22T20:23:51,0.47,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-23,83.8,70.5,76.7,84.8,70.5,77.1,63.7,65.5,0,0,0,rain,0,0,16.1,6.4,298.5,1012.8,23.4,9.9,223.5,19.3,8,30,2024-05-23T05:57:06,2024-05-23T20:24:39,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-24,82,66.6,73.7,83.7,66.6,74.2,64.7,74.5,0.029,100,12.5,rain,0,0,11,3.4,17.7,1011.4,47.8,9.7,226.3,19.6,10,30,2024-05-24T05:56:29,2024-05-24T20:25:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-25,85.7,63.7,75.1,86.6,63.7,75.8,64,70.7,0,0,0,rain,0,0,17.2,5,206.1,1010.7,18.3,8.6,244.6,21.2,9,30,2024-05-25T05:55:55,2024-05-25T20:26:13,0.57,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-26,87,65,76.1,88.5,65,76.8,64.6,70.2,0.194,100,12.5,rain,0,0,16.1,5,57.9,1011.1,16.7,9.6,286,24.5,10,30,2024-05-26T05:55:22,2024-05-26T20:26:58,0.61,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-27,83.9,64.8,73.2,86.7,64.8,73.9,63.9,74.6,0.001,100,4.17,rain,0,0,28.2,7.3,207.2,1007.8,56,8.7,210.5,18.1,10,30,2024-05-27T05:54:51,2024-05-27T20:27:43,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999903759,0618W,KGVE,72216703718,KOMH,KCHO,72401693736"
"22911, Charlottesville, VA, United States",2024-05-28,82.8,64.7,73.4,81.7,64.7,73.2,56.5,57.1,0.005,100,8.33,rain,0,0,22.1,5.9,291.7,1010.7,27.2,9.9,274,23.7,10,10,2024-05-28T05:54:22,2024-05-28T20:28:27,0.68,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999903759,C9335,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-29,79.8,56.3,68,79.8,56.3,68,53.2,61.2,0.183,100,8.33,rain,0,0,28.9,6.3,293.1,1014.1,34.5,9.9,264.1,22.8,10,10,2024-05-29T05:53:54,2024-05-29T20:29:10,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-30,77.9,57,67.8,77.9,57,67.8,44.4,45.5,0,0,0,rain,0,0,17,5.4,339.8,1017.3,16.6,9.9,332.3,28.8,10,10,2024-05-30T05:53:28,2024-05-30T20:29:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-05-31,76.8,53.3,65.2,76.8,53.3,65.2,39.5,40.7,0,0,0,,0,0,20.8,6.1,2.2,1022.9,0,9.9,339.2,29.2,10,10,2024-05-31T05:53:04,2024-05-31T20:30:33,0.79,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-01,81.9,48.5,67,80.8,48.5,66.9,48.3,54.8,0,0,0,,0,0,16.6,4.2,211.8,1022.6,0,9.9,322.9,27.8,9,10,2024-06-01T05:52:42,2024-06-01T20:31:13,0.83,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-02,78,60.5,69.6,78,60.5,69.6,57.6,66.2,0.011,100,8.33,rain,0,0,23,7,219.3,1017.7,44.5,9.9,167.6,14.6,5,10,2024-06-02T05:52:22,2024-06-02T20:31:52,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-03,84.5,65.6,74.7,85.5,65.6,75.2,63.6,70.4,0,0,0,rain,0,0,14.5,4.3,3.9,1013.8,59.9,9.5,254.8,21.8,10,30,2024-06-03T05:52:03,2024-06-03T20:32:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-04,86.7,69.5,77.3,89.5,69.5,78.4,66.2,69.8,0.003,100,4.17,rain,0,0,17,4.2,89.1,1013.5,69.4,9.9,228.9,19.8,9,30,2024-06-04T05:51:47,2024-06-04T20:33:06,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-05,82.8,69.7,74.8,86.5,69.7,75.3,68.2,80.4,0.034,100,16.67,rain,0,0,29.1,7.7,205.9,1010.2,68,9.8,158.1,13.6,7,30,2024-06-05T05:51:32,2024-06-05T20:33:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-06,83.7,69.3,76,88.6,69.3,76.8,68.8,78.9,0.02,100,8.33,rain,0,0,31.5,9.8,206.9,1003.4,28.5,9.7,150.5,12.9,7,30,2024-06-06T05:51:19,2024-06-06T20:34:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-07,86.9,63.8,76.1,84.2,63.8,75.4,55,52.6,0,0,0,,0,0,25.3,8.1,284.5,1005.4,25.7,9.9,349.4,30.1,10,10,2024-06-07T05:51:07,2024-06-07T20:34:49,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-08,84.8,60.6,73.9,82.6,60.6,73.4,51.2,46.7,0,0,0,,0,0,18.3,6.5,315.8,1010.6,0.1,9.9,320.2,27.7,10,10,2024-06-08T05:50:58,2024-06-08T20:35:21,0.07,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-09,87.9,66.1,76.5,86.9,66.1,76.3,53.8,46.1,0,0,0,,0,0,32.4,8.9,273.2,1005.7,30.8,9.9,264.3,22.9,10,10,2024-06-09T05:50:50,2024-06-09T20:35:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-10,80.8,62,73.1,80,62,73,50.1,45.2,0.041,100,4.17,rain,0,0,21.9,6,277.4,1006.9,40.9,9.9,215,18.6,9,10,2024-06-10T05:50:44,2024-06-10T20:36:20,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-11,78.5,60,68.8,78.5,60,68.8,53.7,60.2,0,0,0,rain,0,0,15.7,4.7,34.7,1013.1,65.9,9.9,214.8,18.6,9,10,2024-06-11T05:50:40,2024-06-11T20:36:48,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-12,84.4,57.7,71,84.1,57.7,71,57.8,65.4,0,0,0,rain,0,0,17.2,4.9,188.4,1016.8,49.2,9.9,312.7,27,10,10,2024-06-12T05:50:38,2024-06-12T20:37:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-13,90.9,60.9,77.2,91.6,60.9,77.7,62.7,64.1,0,0,0,rain,0,0,24.7,7.1,201.4,1015.1,8.8,9.6,314,27,10,10,2024-06-13T05:50:37,2024-06-13T20:37:39,0.23,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-14,90.9,67.5,79.2,90.6,67.5,79.6,63,60.3,0.002,100,8.33,rain,0,0,17.8,6.8,322.5,1012.1,23.8,9.9,265,22.8,10,30,2024-06-14T05:50:39,2024-06-14T20:38:02,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-15,85.6,65.4,76.4,84,65.4,76,56.7,53.4,0,0,0,,0,0,18.8,4.6,14.6,1016.3,15.2,9.8,339,29.3,10,10,2024-06-15T05:50:42,2024-06-15T20:38:24,0.29,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-16,86.8,58.6,73.9,86.6,58.6,73.9,58.7,61.4,0,0,0,,0,0,17.2,4.6,159.3,1021.1,31.7,9.9,232.6,20,8,10,2024-06-16T05:50:46,2024-06-16T20:38:44,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-17,92.6,68.4,79.8,98.8,68.4,82.1,65.1,61.8,0,0,0,,0,0,17.4,4.9,179.1,1020.7,36.4,9.9,266,23,9,30,2024-06-17T05:50:53,2024-06-17T20:39:02,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-18,92.6,72.6,81.9,97.4,72.6,83.6,67.3,62.8,0,0,0,,0,0,19.7,4.3,161.1,1022.6,13.3,9.9,257.5,22.3,9,10,2024-06-18T05:51:01,2024-06-18T20:39:19,0.39,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-19,91.7,68.6,79.8,92.3,68.6,80.2,63.3,59.4,0,0,0,,0,0,15.7,4.2,133.5,1025.9,19.2,9.9,293.8,25.4,10,10,2024-06-19T05:51:11,2024-06-19T20:39:35,0.42,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-20,91,66.4,79.2,92.6,66.4,79.8,63.6,61.2,0,0,0,,0,0,13.4,3.1,188.2,1025.9,5.2,9.9,216.2,18.8,8,10,2024-06-20T05:51:22,2024-06-20T20:39:48,0.46,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-21,93.9,69.4,81.6,96.4,69.4,82.8,64.7,59.2,0,0,0,,0,0,14.1,4.6,215.5,1021.9,4.5,9.9,324.8,28.1,9,10,2024-06-21T05:51:35,2024-06-21T20:40:00,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-22,97.3,70.7,84.5,99.7,70.7,85.7,64.5,54.3,0,0,0,,0,0,18.3,6.4,232.5,1016.3,4.2,9.9,324.3,28,10,10,2024-06-22T05:51:50,2024-06-22T20:40:10,0.52,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-23,95,73.8,84.3,98.4,73.8,86.6,67.2,58.2,0,0,0,,0,0,23,9.2,204.1,1009.1,19,9.9,249.4,21.6,9,30,2024-06-23T05:52:06,2024-06-23T20:40:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-24,88.1,71.7,81.2,86.7,71.7,81.1,60.5,52.2,0,0,0,rain,0,0,23.5,7,339,1008.7,28.6,9.9,328.7,28.6,10,10,2024-06-24T05:52:24,2024-06-24T20:40:26,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-25,90.1,60.8,76.6,88.7,60.8,76.2,56.7,53.4,0,0,0,,0,0,29.8,7.7,214.2,1014.3,2.3,9.9,316,27.2,10,10,2024-06-25T05:52:44,2024-06-25T20:40:31,0.63,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-26,96.2,69,81.2,97.3,69,82.1,64.4,59.9,0.46,100,16.67,rain,0,0,51.9,6.8,213.9,1009.3,13.9,9.5,278.6,24.1,9,30,2024-06-26T05:53:05,2024-06-26T20:40:34,0.67,Rain,Clear conditions throughout the day with rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-27,87.9,69.1,77.2,86.9,69.1,77.1,63.9,67.8,0.451,100,16.67,rain,0,0,13.4,5.1,335.4,1009.8,30.9,9.6,317.7,27.3,10,10,2024-06-27T05:53:27,2024-06-27T20:40:35,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999903759,0618W,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-28,83.8,69.9,75.8,85.3,69.9,76.1,60.9,60.4,0,0,0,rain,0,0,18.6,5.7,60.9,1017.7,66.5,9.9,321.5,27.6,10,10,2024-06-28T05:53:51,2024-06-28T20:40:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-29,91.1,70,79.1,97.1,70,81.7,69.6,74.5,0,0,0,,0,0,23.3,6.2,197,1018.8,58.1,9.3,257.2,22.1,10,30,2024-06-29T05:54:16,2024-06-29T20:40:33,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-06-30,94.9,76.8,84.1,101.8,76.8,87.7,71.7,68.4,0.005,100,4.17,rain,0,0,20.8,5.6,281.4,1014.3,36.8,9.8,246.4,21.3,9,30,2024-06-30T05:54:43,2024-06-30T20:40:28,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-01,79.8,62.9,72,79.8,62.9,72,52.6,52,0,0,0,,0,0,23.7,6,24.9,1018.7,26.1,9.9,318.7,27.3,10,10,2024-07-01T05:55:10,2024-07-01T20:40:23,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-02,82.9,54,69.9,81.9,54,69.7,53.8,60.6,0,0,0,,0,0,15.9,4.7,62.8,1022.9,24.1,9.9,310.3,26.7,10,10,2024-07-02T05:55:40,2024-07-02T20:40:15,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-03,88.9,60,75.9,90.4,60,76.4,61.4,62.7,0,0,0,,0,0,23,6.1,177.9,1020.3,21,9.9,312.4,26.9,9,10,2024-07-03T05:56:10,2024-07-03T20:40:05,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-04,91.2,71,78.8,95.6,71,80.8,69.2,74.2,0.236,100,16.67,rain,0,0,18.6,5.6,224.1,1014.2,29.1,9.6,176,15.3,10,30,2024-07-04T05:56:42,2024-07-04T20:39:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-05,96.3,70.2,83.2,103.4,70.2,87.2,71.4,70.9,0,0,0,rain,0,0,23.3,8.2,212.7,1009.5,12.7,9.7,306.8,26.3,10,30,2024-07-05T05:57:15,2024-07-05T20:39:40,0,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-06,95,74.9,84.3,98.8,74.9,86.1,67.7,60.2,0,0,0,,0,0,17.4,5.9,270.7,1011.2,9.9,9.9,317.7,27.3,10,10,2024-07-06T05:57:49,2024-07-06T20:39:25,0.02,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-07,90,70,81.2,92.6,70,82.3,65.6,60.9,0,0,0,,0,0,15.7,4,59.4,1015.5,1,9.9,253.9,22,9,10,2024-07-07T05:58:24,2024-07-07T20:39:08,0.06,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-08,93.7,70.9,81.7,98.6,70.9,84.6,70.2,70.3,0,0,0,,0,0,13.2,3.8,68.3,1015.8,7.9,9.8,298.7,25.8,10,30,2024-07-08T05:59:00,2024-07-08T20:38:49,0.09,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-09,96.8,71.4,84,103.5,71.4,88.9,72.5,71.9,0,0,0,,0,0,17,4,193.8,1014.6,13.6,9.5,268.5,23,8,30,2024-07-09T05:59:38,2024-07-09T20:38:29,0.12,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,KGVE,72216703718,KOMH,KCHO,72401693736"
"22911, Charlottesville, VA, United States",2024-07-10,90.9,76.3,81.4,103.1,76.3,86.5,74.9,81.5,0.131,100,16.67,rain,0,0,31.5,5.8,174.3,1010.3,44.1,9.6,154.1,13.3,7,60,2024-07-10T06:00:16,2024-07-10T20:38:06,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999903759,0618W,KGVE,72216703718,KOMH,KCHO,72401693736"
"22911, Charlottesville, VA, United States",2024-07-11,89.7,68.7,80.2,89.5,68.7,80.4,60.6,52.5,0,0,0,,0,0,21.5,4.7,8.3,1014.5,6.2,9.9,314.4,27,9,10,2024-07-11T06:00:55,2024-07-11T20:37:42,0.18,Clear,Clear conditions throughout the day.,clear-day,"99999903759,0618W,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-12,75.9,69.1,72.7,75.9,69.1,72.7,66.7,82,0.165,100,37.5,rain,0,0,15.4,4.1,21.8,1020.4,79.4,9.1,96,8.3,5,10,2024-07-12T06:01:35,2024-07-12T20:37:15,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999903759,0618W,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-13,89.8,71,78.6,95.4,71,80.7,70.4,78.1,0.048,100,12.5,rain,0,0,17.9,4,72.9,1020.3,67.2,8.7,271.9,23.6,10,30,2024-07-13T06:02:16,2024-07-13T20:36:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999903759,0618W,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-14,96,71.8,83.8,97.2,71.8,85,67.5,63.2,0.002,100,4.17,rain,0,0,18.3,5.3,309.4,1016.7,29.6,9.7,242.6,21,10,30,2024-07-14T06:02:58,2024-07-14T20:36:17,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999903759,C9335,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-15,98.7,75.5,85.3,102.2,75.5,86.8,65.1,52.6,0.017,100,4.17,rain,0,0,19,7.2,262.1,1013,13.3,9.9,321.8,27.9,10,30,2024-07-15T06:03:41,2024-07-15T20:35:46,0.31,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-16,98.9,74,85,103.8,74,87.5,68.8,62.5,0.057,100,8.33,rain,0,0,22.9,7.5,224.6,1010.6,12,9.9,297.4,25.7,9,30,2024-07-16T06:04:24,2024-07-16T20:35:12,0.35,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-17,96.1,73.1,80.3,100.3,73.1,81.4,68.7,71.2,0.164,100,8.33,rain,0,0,21.6,7.6,243.7,1011,14.6,9.6,248.8,21.3,9,30,2024-07-17T06:05:08,2024-07-17T20:34:37,0.38,Rain,Clear conditions throughout the day with rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
"22911, Charlottesville, VA, United States",2024-07-18,82.8,71,75.8,85.3,71,76.2,67.6,77.9,0.065,100,8.33,rain,0,0,12.3,4.4,23.8,1013.6,45.4,9.2,169.3,14.5,8,10,2024-07-18T06:05:53,2024-07-18T20:34:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999903759,0618W,KGVE,72216703718,KCHO,KOMH,72401693736"
